Domain,Career,College Name,Tuition Fee (INR),Speciality,Admission Process,State
Arts,Fine Artist,Metropolitan Academy of Arts (Gujarat),"4,20,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Gujarat
Arts,Fine Artist,Apex Institute of Arts (Gujarat),"5,00,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Gujarat
Arts,Fine Artist,Pioneer College of Professional Studies (Gujarat),"3,80,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Gujarat
Arts,Fine Artist,St. Xavier College of Arts (Gujarat),"2,90,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Gujarat
Arts,Fine Artist,Royal Academy of Arts (Gujarat),"6,00,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Gujarat
Arts,Fine Artist,Government Institute of Arts (Punjab Main Campus),"1,20,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Punjab
Arts,Fine Artist,State University of Arts & Research (Punjab),"1,80,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Punjab
Arts,Fine Artist,National Institute of Technology & Arts (Punjab),"4,50,000",B.F.A. Fine Arts & Studio Practice,JEE Main / JEE Advanced + JoSAA Counselling,Punjab
Arts,Fine Artist,Central College of Arts Studies (Punjab),"2,10,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Punjab
Arts,Fine Artist,City School of Arts (Punjab),"3,50,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Punjab
Arts,Fine Artist,Metropolitan Academy of Arts (Punjab),"4,20,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Punjab
Arts,Fine Artist,Apex Institute of Arts (Punjab),"5,00,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Punjab
Arts,Fine Artist,Pioneer College of Professional Studies (Punjab),"3,80,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Punjab
Arts,Fine Artist,St. Xavier College of Arts (Punjab),"2,90,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Punjab
Arts,Fine Artist,Royal Academy of Arts (Punjab),"6,00,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Punjab
Arts,Fine Artist,Government Institute of Arts (Kerala Main Campus),"1,20,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Kerala
Arts,Fine Artist,State University of Arts & Research (Kerala),"1,80,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Kerala
Arts,Fine Artist,National Institute of Technology & Arts (Kerala),"4,50,000",B.F.A. Fine Arts & Studio Practice,JEE Main / JEE Advanced + JoSAA Counselling,Kerala
Arts,Fine Artist,Central College of Arts Studies (Kerala),"2,10,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Kerala
Arts,Fine Artist,City School of Arts (Kerala),"3,50,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Kerala
Arts,Fine Artist,Metropolitan Academy of Arts (Kerala),"4,20,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Kerala
Arts,Fine Artist,Apex Institute of Arts (Kerala),"5,00,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Kerala
Arts,Fine Artist,Pioneer College of Professional Studies (Kerala),"3,80,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Kerala
Arts,Fine Artist,St. Xavier College of Arts (Kerala),"2,90,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Kerala
Arts,Fine Artist,Royal Academy of Arts (Kerala),"6,00,000",B.F.A. Fine Arts & Studio Practice,University Entrance Exam / Merit-based Admission,Kerala
Animation,Animator,MAAC (Maya Academy) Mumbai,"3,50,000",Diploma 3D Animation & VFX,MAAC Assessment,Maharashtra
Animation,Animator,Arena Animation Mumbai,"3,20,000",VFX & Character Designer,Screening,Maharashtra
Animation,Animator,Whistling Woods Animation Mumbai,"15,50,000",B.Sc Animation & Motion Graphics,WWI Entrance,Maharashtra
Animation,Animator,FX School Mumbai,"4,80,000",Diploma VFX & 3D Artist,Interview & Portfolio,Maharashtra
Animation,Animator,Reliance AIMS Animation Academy Mumbai,"3,60,000",Multimedia Artist,AIMS Test,Maharashtra
Animation,Animator,Frameboxx 3D Animation Mumbai,"3,40,000",Motion Graphics & 3D,Frameboxx Test,Maharashtra
Animation,Animator,Symbiosis Institute of Design Pune,"17,50,000",B.Des Animation Film Design,SEED Entrance,Maharashtra
Animation,Animator,PA Inamdar College of Visual Effects Pune,"2,80,000",B.Sc Animation & VFX,College Test,Maharashtra
Animation,Animator,Picasso Animation College Pune,"3,90,000",B.Sc Multimedia & Animator,Picasso Test,Maharashtra
Animation,Animator,MIT Institute of Design Pune,"19,00,000",B.Des Animation,MIT DAT,Maharashtra
Animation,Animator,Government Institute of Animation (Delhi NCR Main Campus),"1,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,Animator,State University of Animation & Research (Delhi NCR),"1,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,Animator,National Institute of Technology & Animation (Delhi NCR),"4,50,000",B.Sc 3D Character Animation,JEE Main / JEE Advanced + JoSAA Counselling,Delhi NCR
Animation,Animator,Central College of Animation Studies (Delhi NCR),"2,10,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,Animator,City School of Animation (Delhi NCR),"3,50,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,Animator,Metropolitan Academy of Animation (Delhi NCR),"4,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,Animator,Apex Institute of Animation (Delhi NCR),"5,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,Animator,Pioneer College of Professional Studies (Delhi NCR),"3,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,Animator,St. Xavier College of Animation (Delhi NCR),"2,90,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,Animator,Royal Academy of Animation (Delhi NCR),"6,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,Animator,Government Institute of Animation (Karnataka Main Campus),"1,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Karnataka
Animation,Animator,State University of Animation & Research (Karnataka),"1,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Karnataka
Animation,Animator,National Institute of Technology & Animation (Karnataka),"4,50,000",B.Sc 3D Character Animation,JEE Main / JEE Advanced + JoSAA Counselling,Karnataka
Animation,Animator,Central College of Animation Studies (Karnataka),"2,10,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Karnataka
Animation,Animator,City School of Animation (Karnataka),"3,50,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Karnataka
Animation,Animator,Metropolitan Academy of Animation (Karnataka),"4,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Karnataka
Animation,Animator,Apex Institute of Animation (Karnataka),"5,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Karnataka
Animation,Animator,Pioneer College of Professional Studies (Karnataka),"3,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Karnataka
Animation,Animator,St. Xavier College of Animation (Karnataka),"2,90,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Karnataka
Animation,Animator,Royal Academy of Animation (Karnataka),"6,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Karnataka
Animation,Animator,Government Institute of Animation (Tamil Nadu Main Campus),"1,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,Animator,State University of Animation & Research (Tamil Nadu),"1,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,Animator,National Institute of Technology & Animation (Tamil Nadu),"4,50,000",B.Sc 3D Character Animation,JEE Main / JEE Advanced + JoSAA Counselling,Tamil Nadu
Animation,Animator,Central College of Animation Studies (Tamil Nadu),"2,10,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,Animator,City School of Animation (Tamil Nadu),"3,50,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,Animator,Metropolitan Academy of Animation (Tamil Nadu),"4,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,Animator,Apex Institute of Animation (Tamil Nadu),"5,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,Animator,Pioneer College of Professional Studies (Tamil Nadu),"3,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,Animator,St. Xavier College of Animation (Tamil Nadu),"2,90,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,Animator,Royal Academy of Animation (Tamil Nadu),"6,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,Animator,Government Institute of Animation (Telangana Main Campus),"1,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Telangana
Animation,Animator,State University of Animation & Research (Telangana),"1,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Telangana
Animation,Animator,National Institute of Technology & Animation (Telangana),"4,50,000",B.Sc 3D Character Animation,JEE Main / JEE Advanced + JoSAA Counselling,Telangana
Animation,Animator,Central College of Animation Studies (Telangana),"2,10,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Telangana
Animation,Animator,City School of Animation (Telangana),"3,50,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Telangana
Animation,Animator,Metropolitan Academy of Animation (Telangana),"4,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Telangana
Animation,Animator,Apex Institute of Animation (Telangana),"5,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Telangana
Animation,Animator,Pioneer College of Professional Studies (Telangana),"3,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Telangana
Animation,Animator,St. Xavier College of Animation (Telangana),"2,90,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Telangana
Animation,Animator,Royal Academy of Animation (Telangana),"6,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Telangana
Animation,Animator,Government Institute of Animation (West Bengal Main Campus),"1,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,West Bengal
Animation,Animator,State University of Animation & Research (West Bengal),"1,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,West Bengal
Animation,Animator,National Institute of Technology & Animation (West Bengal),"4,50,000",B.Sc 3D Character Animation,JEE Main / JEE Advanced + JoSAA Counselling,West Bengal
Animation,Animator,Central College of Animation Studies (West Bengal),"2,10,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,West Bengal
Animation,Animator,City School of Animation (West Bengal),"3,50,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,West Bengal
Animation,Animator,Metropolitan Academy of Animation (West Bengal),"4,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,West Bengal
Animation,Animator,Apex Institute of Animation (West Bengal),"5,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,West Bengal
Animation,Animator,Pioneer College of Professional Studies (West Bengal),"3,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,West Bengal
Animation,Animator,St. Xavier College of Animation (West Bengal),"2,90,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,West Bengal
Animation,Animator,Royal Academy of Animation (West Bengal),"6,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,West Bengal
Animation,Animator,Government Institute of Animation (Uttar Pradesh Main Campus),"1,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,Animator,State University of Animation & Research (Uttar Pradesh),"1,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,Animator,National Institute of Technology & Animation (Uttar Pradesh),"4,50,000",B.Sc 3D Character Animation,JEE Main / JEE Advanced + JoSAA Counselling,Uttar Pradesh
Animation,Animator,Central College of Animation Studies (Uttar Pradesh),"2,10,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,Animator,City School of Animation (Uttar Pradesh),"3,50,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,Animator,Metropolitan Academy of Animation (Uttar Pradesh),"4,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,Animator,Apex Institute of Animation (Uttar Pradesh),"5,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,Animator,Pioneer College of Professional Studies (Uttar Pradesh),"3,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,Animator,St. Xavier College of Animation (Uttar Pradesh),"2,90,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,Animator,Royal Academy of Animation (Uttar Pradesh),"6,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Uttar Pradesh
Animation,Animator,Government Institute of Animation (Gujarat Main Campus),"1,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Gujarat
Animation,Animator,State University of Animation & Research (Gujarat),"1,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Gujarat
Animation,Animator,National Institute of Technology & Animation (Gujarat),"4,50,000",B.Sc 3D Character Animation,JEE Main / JEE Advanced + JoSAA Counselling,Gujarat
Animation,Animator,Central College of Animation Studies (Gujarat),"2,10,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Gujarat
Animation,Animator,City School of Animation (Gujarat),"3,50,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Gujarat
Animation,Animator,Metropolitan Academy of Animation (Gujarat),"4,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Gujarat
Animation,Animator,Apex Institute of Animation (Gujarat),"5,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Gujarat
Animation,Animator,Pioneer College of Professional Studies (Gujarat),"3,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Gujarat
Animation,Animator,St. Xavier College of Animation (Gujarat),"2,90,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Gujarat
Animation,Animator,Royal Academy of Animation (Gujarat),"6,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Gujarat
Animation,Animator,Government Institute of Animation (Punjab Main Campus),"1,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Punjab
Animation,Animator,State University of Animation & Research (Punjab),"1,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Punjab
Animation,Animator,National Institute of Technology & Animation (Punjab),"4,50,000",B.Sc 3D Character Animation,JEE Main / JEE Advanced + JoSAA Counselling,Punjab
Animation,Animator,Central College of Animation Studies (Punjab),"2,10,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Punjab
Animation,Animator,City School of Animation (Punjab),"3,50,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Punjab
Animation,Animator,Metropolitan Academy of Animation (Punjab),"4,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Punjab
Animation,Animator,Apex Institute of Animation (Punjab),"5,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Punjab
Animation,Animator,Pioneer College of Professional Studies (Punjab),"3,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Punjab
Animation,Animator,St. Xavier College of Animation (Punjab),"2,90,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Punjab
Animation,Animator,Royal Academy of Animation (Punjab),"6,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Punjab
Animation,Animator,Government Institute of Animation (Kerala Main Campus),"1,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Kerala
Animation,Animator,State University of Animation & Research (Kerala),"1,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Kerala
Animation,Animator,National Institute of Technology & Animation (Kerala),"4,50,000",B.Sc 3D Character Animation,JEE Main / JEE Advanced + JoSAA Counselling,Kerala
Animation,Animator,Central College of Animation Studies (Kerala),"2,10,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Kerala
Animation,Animator,City School of Animation (Kerala),"3,50,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Kerala
Animation,Animator,Metropolitan Academy of Animation (Kerala),"4,20,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Kerala
Animation,Animator,Apex Institute of Animation (Kerala),"5,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Kerala
Animation,Animator,Pioneer College of Professional Studies (Kerala),"3,80,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Kerala
Animation,Animator,St. Xavier College of Animation (Kerala),"2,90,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Kerala
Animation,Animator,Royal Academy of Animation (Kerala),"6,00,000",B.Sc 3D Character Animation,University Entrance Exam / Merit-based Admission,Kerala
Animation,VFX Artist,MAAC (Maya Academy) Mumbai,"3,50,000",Diploma 3D Animation & VFX,MAAC Assessment,Maharashtra
Animation,VFX Artist,Arena Animation Mumbai,"3,20,000",VFX & Character Designer,Screening,Maharashtra
Animation,VFX Artist,Whistling Woods Animation Mumbai,"15,50,000",B.Sc Animation & Motion Graphics,WWI Entrance,Maharashtra
Animation,VFX Artist,FX School Mumbai,"4,80,000",Diploma VFX & 3D Artist,Interview & Portfolio,Maharashtra
Animation,VFX Artist,Reliance AIMS Animation Academy Mumbai,"3,60,000",Multimedia Artist,AIMS Test,Maharashtra
Animation,VFX Artist,Frameboxx 3D Animation Mumbai,"3,40,000",Motion Graphics & 3D,Frameboxx Test,Maharashtra
Animation,VFX Artist,Symbiosis Institute of Design Pune,"17,50,000",B.Des Animation Film Design,SEED Entrance,Maharashtra
Animation,VFX Artist,PA Inamdar College of Visual Effects Pune,"2,80,000",B.Sc Animation & VFX,College Test,Maharashtra
Animation,VFX Artist,Picasso Animation College Pune,"3,90,000",B.Sc Multimedia & Animator,Picasso Test,Maharashtra
Animation,VFX Artist,MIT Institute of Design Pune,"19,00,000",B.Des Animation,MIT DAT,Maharashtra
Animation,VFX Artist,Government Institute of Animation (Delhi NCR Main Campus),"1,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,VFX Artist,State University of Animation & Research (Delhi NCR),"1,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,VFX Artist,National Institute of Technology & Animation (Delhi NCR),"4,50,000",B.Sc Visual Effects (VFX) & Compositing,JEE Main / JEE Advanced + JoSAA Counselling,Delhi NCR
Animation,VFX Artist,Central College of Animation Studies (Delhi NCR),"2,10,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,VFX Artist,City School of Animation (Delhi NCR),"3,50,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,VFX Artist,Metropolitan Academy of Animation (Delhi NCR),"4,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,VFX Artist,Apex Institute of Animation (Delhi NCR),"5,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,VFX Artist,Pioneer College of Professional Studies (Delhi NCR),"3,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,VFX Artist,St. Xavier College of Animation (Delhi NCR),"2,90,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,VFX Artist,Royal Academy of Animation (Delhi NCR),"6,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Delhi NCR
Animation,VFX Artist,Government Institute of Animation (Karnataka Main Campus),"1,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,VFX Artist,State University of Animation & Research (Karnataka),"1,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,VFX Artist,National Institute of Technology & Animation (Karnataka),"4,50,000",B.Sc Visual Effects (VFX) & Compositing,JEE Main / JEE Advanced + JoSAA Counselling,Karnataka
Animation,VFX Artist,Central College of Animation Studies (Karnataka),"2,10,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,VFX Artist,City School of Animation (Karnataka),"3,50,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,VFX Artist,Metropolitan Academy of Animation (Karnataka),"4,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,VFX Artist,Apex Institute of Animation (Karnataka),"5,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,VFX Artist,Pioneer College of Professional Studies (Karnataka),"3,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,VFX Artist,St. Xavier College of Animation (Karnataka),"2,90,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,VFX Artist,Royal Academy of Animation (Karnataka),"6,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Karnataka
Animation,VFX Artist,Government Institute of Animation (Tamil Nadu Main Campus),"1,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,VFX Artist,State University of Animation & Research (Tamil Nadu),"1,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,VFX Artist,National Institute of Technology & Animation (Tamil Nadu),"4,50,000",B.Sc Visual Effects (VFX) & Compositing,JEE Main / JEE Advanced + JoSAA Counselling,Tamil Nadu
Animation,VFX Artist,Central College of Animation Studies (Tamil Nadu),"2,10,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,VFX Artist,City School of Animation (Tamil Nadu),"3,50,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,VFX Artist,Metropolitan Academy of Animation (Tamil Nadu),"4,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,VFX Artist,Apex Institute of Animation (Tamil Nadu),"5,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,VFX Artist,Pioneer College of Professional Studies (Tamil Nadu),"3,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,VFX Artist,St. Xavier College of Animation (Tamil Nadu),"2,90,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,VFX Artist,Royal Academy of Animation (Tamil Nadu),"6,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Tamil Nadu
Animation,VFX Artist,Government Institute of Animation (Telangana Main Campus),"1,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Telangana
Animation,VFX Artist,State University of Animation & Research (Telangana),"1,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Telangana
Animation,VFX Artist,National Institute of Technology & Animation (Telangana),"4,50,000",B.Sc Visual Effects (VFX) & Compositing,JEE Main / JEE Advanced + JoSAA Counselling,Telangana
Animation,VFX Artist,Central College of Animation Studies (Telangana),"2,10,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Telangana
Animation,VFX Artist,City School of Animation (Telangana),"3,50,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Telangana
Animation,VFX Artist,Metropolitan Academy of Animation (Telangana),"4,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Telangana
Animation,VFX Artist,Apex Institute of Animation (Telangana),"5,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Telangana
Animation,VFX Artist,Pioneer College of Professional Studies (Telangana),"3,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Telangana
Animation,VFX Artist,St. Xavier College of Animation (Telangana),"2,90,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Telangana
Animation,VFX Artist,Royal Academy of Animation (Telangana),"6,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,Telangana
Animation,VFX Artist,Government Institute of Animation (West Bengal Main Campus),"1,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,West Bengal
Animation,VFX Artist,State University of Animation & Research (West Bengal),"1,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,West Bengal
Animation,VFX Artist,National Institute of Technology & Animation (West Bengal),"4,50,000",B.Sc Visual Effects (VFX) & Compositing,JEE Main / JEE Advanced + JoSAA Counselling,West Bengal
Animation,VFX Artist,Central College of Animation Studies (West Bengal),"2,10,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,West Bengal
Animation,VFX Artist,City School of Animation (West Bengal),"3,50,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,West Bengal
Animation,VFX Artist,Metropolitan Academy of Animation (West Bengal),"4,20,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,West Bengal
Animation,VFX Artist,Apex Institute of Animation (West Bengal),"5,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,West Bengal
Animation,VFX Artist,Pioneer College of Professional Studies (West Bengal),"3,80,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,West Bengal
Animation,VFX Artist,St. Xavier College of Animation (West Bengal),"2,90,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,West Bengal
Animation,VFX Artist,Royal Academy of Animation (West Bengal),"6,00,000",B.Sc Visual Effects (VFX) & Compositing,University Entrance Exam / Merit-based Admission,West Bengal
